CallID,CallStarts,CallEnds,CustomerAcc,CustomerAge,CustomerPhone,OperatorID,LocationID,Sector,CallSatisfaction
1221,2022-05-23 07:02:41,2022-05-23 07:19:04,ACC0331,66,+100 76-375-540,P0014,LOC007,Other,0.9404
1222,2022-05-23 08:01:54,2022-05-23 08:05:08,ACC0246,51,+46 79-290-455,P0014,LOC009,Other,0.1114
1223,2022-05-23 16:34:37,2022-05-23 16:37:48,ACC0262,67,+43 95-306-471,P0011,LOC002,Retail,0.8629
1224,2022-05-24 01:46:25,2022-05-24 01:48:23,ACC098,43,+56 19-142-307,P0017,LOC008,Services,0.0614
1225,2022-05-24 08:40:41,2022-05-24 09:00:39,ACC0462,57,+100 31-506-671,P0009,LOC004,Services,0.5577
1226,2022-05-24 15:54:27,2022-05-24 16:16:03,ACC0171,46,+36 92-215-380,P0002,LOC006,Retail,0.1744
1227,2022-05-24 22:13:01,2022-05-24 22:16:16,ACC0324,59,+200 69-368-533,P0003,LOC005,Other,0.5512
1228,2022-05-25 09:58:50,2022-05-25 10:10:13,ACC0177,52,+100 10-221-386,P0012,LOC004,Other,0.2217
1229,2022-05-25 12:22:16,2022-05-25 12:46:02,ACC0113,58,+44 34-157-322,P0006,LOC006,Other,0.7116
1230,2022-05-25 16:10:36,2022-05-25 16:26:28,ACC0488,83,+46 57-532-697,P0005,LOC001,Government,0.2405
1231,2022-05-25 18:18:20,2022-05-25 18:32:07,ACC0166,41,+100 87-210-375,P0009,LOC004,Government,0.5473
1232,2022-05-27 08:13:29,2022-05-27 08:14:18,ACC0433,28,+46 90-477-642,P0006,LOC006,Cross-Industry,0.6318
1233,2022-05-27 08:22:26,2022-05-27 08:28:25,ACC0156,31,+100 77-200-365,P0014,LOC008,Other,0.6308
1234,2022-05-27 10:10:09,2022-05-27 10:32:09,ACC0585,40,+100 66-629-794,P0019,LOC004,Healthcare,0.2029
1235,2022-05-27 14:31:31,2022-05-27 14:53:03,ACC0208,83,+56 41-252-417,P0011,LOC002,Government,0.5953
1236,2022-05-27 19:34:31,2022-05-27 19:58:15,ACC0148,23,+200 69-192-357,P0001,LOC002,Other,0.6592
1237,2022-05-28 07:28:55,2022-05-28 07:38:17,ACC0280,85,+200 25-324-489,P0012,LOC003,Services,0.2024
1238,2022-05-28 17:56:55,2022-05-28 18:11:40,ACC0298,33,+100 43-342-507,P0019,LOC003,Healthcare,0.4954
1239,2022-05-28 20:54:48,2022-05-28 21:05:24,ACC0388,53,+44 45-432-597,P0008,LOC009,Retail,0.1671
1240,2022-05-28 21:37:04,2022-05-28 21:39:14,ACC025,40,+44 34-69-234,P0018,LOC002,Healthcare,0.9437
1241,2022-05-29 06:07:21,2022-05-29 06:09:10,ACC0532,57,+46 13-576-741,P0019,LOC005,Services,0.5938
1242,2022-05-30 04:11:05,2022-05-30 04:12:36,ACC0153,28,+56 74-197-362,P0015,LOC006,Cross-Industry,0.6371
1243,2022-05-30 15:25:05,2022-05-30 15:41:52,ACC0529,54,+100 10-573-738,P0003,LOC005,Healthcare,0.9852
1244,2022-05-30 21:01:57,2022-05-30 21:03:11,ACC0350,85,+43 95-394-559,P0002,LOC006,Services,0.5622
1245,2022-05-30 23:31:03,2022-05-30 23:48:15,ACC0137,82,+200 58-181-346,P0008,LOC001,Healthcare,0.0680
1246,2022-05-31 05:07:53,2022-05-31 05:24:38,ACC078,23,+100 87-122-287,P0006,LOC006,Other,0.2911
1247,2022-05-31 06:17:23,2022-05-31 06:26:37,ACC045,60,+100 54-89-254,P0001,LOC001,Retail,0.1564
1248,2022-05-31 13:31:24,2022-05-31 13:36:46,ACC0363,28,+100 20-407-572,P0015,LOC006,Cross-Industry,0.8266
1249,2022-06-01 00:55:35,2022-06-01 01:06:33,ACC0385,50,+100 42-429-594,P0001,LOC004,Services,0.0757
1250,2022-06-01 18:41:17,2022-06-01 18:53:26,ACC0269,74,+200 14-313-478,P0016,LOC001,Retail,0.8370
1251,2022-06-01 19:05:37,2022-06-01 19:06:02,ACC0190,65,+44 23-234-399,P0007,LOC002,Other,0.7620
1252,2022-06-01 19:12:34,2022-06-01 19:13:45,ACC0461,56,+56 30-505-670,P0002,LOC007,Cross-Industry,0.5935
1253,2022-06-02 05:57:29,2022-06-02 05:59:16,ACC0282,17,+34 27-326-491,P0013,LOC004,Other,0.9207
1254,2022-06-02 16:13:36,2022-06-02 16:23:18,ACC0431,26,+100 88-475-640,P0019,LOC004,Healthcare,0.5810
1255,2022-06-02 20:58:08,2022-06-02 21:14:39,ACC0428,23,+56 85-472-637,P0004,LOC007,Other,0.7635
1256,2022-06-02 21:19:09,2022-06-02 21:44:52,ACC044,59,+100 53-88-253,P0014,LOC006,Other,0.5033
1257,2022-06-03 15:05:22,2022-06-03 15:07:44,ACC093,38,+200 14-137-302,P0001,LOC002,Other,0.3725
1258,2022-06-03 18:10:00,2022-06-03 18:11:09,ACC0580,35,+26 61-624-789,P0010,LOC004,Cross-Industry,0.5325
1259,2022-06-03 23:57:50,2022-06-04 00:21:58,ACC0414,79,+34 71-458-623,P0017,LOC001,Other,0.1670
1260,2022-06-04 03:01:19,2022-06-04 03:08:44,ACC0558,83,+26 39-602-767,P0004,LOC008,Government,0.6032
1261,2022-06-04 12:13:40,2022-06-04 12:28:00,ACC0191,66,+46 24-235-400,P0006,LOC006,Other,0.3470
1262,2022-06-04 16:48:18,2022-06-04 17:10:12,ACC0397,62,+100 54-441-606,P0006,LOC006,Government,0.2412
1263,2022-06-05 08:07:09,2022-06-05 08:20:02,ACC0474,69,+100 43-518-683,P0018,LOC002,Government,0.4754
1264,2022-06-05 09:35:56,2022-06-05 09:53:57,ACC0121,66,+100 42-165-330,P0009,LOC002,Other,0.5719
1265,2022-06-05 11:41:51,2022-06-05 12:06:53,ACC0508,33,+100 77-552-717,P0011,LOC005,Healthcare,0.2215
1266,2022-06-05 13:23:07,2022-06-05 13:45:51,ACC05,20,+200 14-49-214,P0011,LOC002,Government,0.6762
1267,2022-06-05 23:02:03,2022-06-05 23:19:42,ACC0258,63,+200 91-302-467,P0003,LOC003,Cross-Industry,0.5276
1268,2022-06-06 04:25:22,2022-06-06 04:48:14,ACC060,75,+200 69-104-269,P0008,LOC009,Healthcare,0.8146
1269,2022-06-06 08:40:20,2022-06-06 08:52:42,ACC0310,45,+100 55-354-519,P0015,LOC001,Other,0.5107
1270,2022-06-06 14:33:28,2022-06-06 14:59:12,ACC0586,41,+44 67-630-795,P0007,LOC001,Government,0.8357
1271,2022-06-06 17:38:01,2022-06-06 17:54:29,ACC0273,78,+43 18-317-482,P0013,LOC008,Services,0.1800
1272,2022-06-07 09:51:40,2022-06-07 09:59:31,ACC0357,22,+200 14-401-566,P0005,LOC009,Services,0.6121
1273,2022-06-07 22:30:01,2022-06-07 22:55:37,ACC0221,26,+100 54-265-430,P0015,LOC001,Healthcare,0.6635
1274,2022-06-08 14:46:44,2022-06-08 15:04:56,ACC0483,78,+56 52-527-692,P0011,LOC003,Services,0.1117
1275,2022-06-08 22:45:38,2022-06-08 23:02:45,ACC0288,23,+100 33-332-497,P0012,LOC003,Other,0.9850
1276,2022-06-09 13:52:21,2022-06-09 13:53:19,ACC0402,67,+36 59-446-611,P0017,LOC001,Retail,0.5060
1277,2022-06-09 22:38:24,2022-06-09 22:58:27,ACC07,22,+34 16-51-216,P0015,LOC006,Services,0.1700
1278,2022-06-10 00:22:03,2022-06-10 00:47:25,ACC026,41,+46 35-70-235,P0018,LOC003,Government,0.1183
1279,2022-06-10 01:18:30,2022-06-10 01:37:44,ACC098,43,+56 19-142-307,P0014,LOC008,Services,0.8599
1280,2022-06-10 16:24:18,2022-06-10 16:48:16,ACC0301,36,+46 46-345-510,P0016,LOC008,Services,0.7855
1281,2022-06-11 04:57:47,2022-06-11 05:23:14,ACC0418,83,+100 75-462-627,P0016,LOC007,Government,0.2926
1282,2022-06-11 12:27:52,2022-06-11 12:42:16,ACC0340,75,+56 85-384-549,P0011,LOC004,Healthcare,0.9284
1283,2022-06-11 17:50:04,2022-06-11 17:53:18,ACC0430,25,+100 87-474-639,P0018,LOC002,Retail,0.4061
1284,2022-06-12 00:03:24,2022-06-12 00:24:55,ACC0534,59,+36 15-578-743,P0008,LOC009,Other,0.9474
1285,2022-06-12 02:35:56,2022-06-12 02:56:05,ACC0202,77,+46 35-246-411,P0014,LOC008,Cross-Industry,0.0837
1286,2022-06-12 08:44:36,2022-06-12 09:05:44,ACC0139,84,+34 60-183-348,P0003,LOC005,Cross-Industry,0.1737
1287,2022-06-12 12:26:22,2022-06-12 12:31:32,ACC0566,21,+200 47-610-775,P0015,LOC006,Cross-Industry,0.6552
1288,2022-06-12 16:04:44,2022-06-12 16:29:50,ACC0357,22,+200 14-401-566,P0015,LOC001,Services,0.6256
1289,2022-06-12 18:55:06,2022-06-12 19:16:26,ACC0515,40,+43 84-559-724,P0017,LOC002,Healthcare,0.6803
1290,2022-06-13 01:29:10,2022-06-13 01:34:10,ACC0569,24,+26 50-613-778,P0006,LOC008,Other,0.1398
1291,2022-06-13 16:26:41,2022-06-13 16:30:07,ACC0538,63,+56 19-582-747,P0007,LOC001,Cross-Industry,0.9906
1292,2022-06-13 19:53:34,2022-06-13 20:05:39,ACC0143,18,+100 64-187-352,P0009,LOC004,Retail,0.5212
1293,2022-06-13 20:45:26,2022-06-13 21:05:47,ACC0396,61,+100 53-440-605,P0017,LOC003,Healthcare,0.7530
1294,2022-06-13 23:04:19,2022-06-13 23:28:25,ACC0489,84,+200 58-533-698,P0010,LOC003,Cross-Industry,0.6239
1295,2022-06-14 20:22:20,2022-06-14 20:31:02,ACC0187,62,+100 20-231-396,P0014,LOC008,Government,0.2809
1296,2022-06-15 04:21:02,2022-06-15 04:44:31,ACC0394,59,+43 51-438-603,P0016,LOC007,Other,0.8507
1297,2022-06-15 08:58:33,2022-06-15 09:20:21,ACC0578,33,+36 59-622-787,P0006,LOC008,Healthcare,0.3778
1298,2022-06-16 05:07:03,2022-06-16 05:26:10,ACC0105,50,+36 26-149-314,P0004,LOC005,Services,0.4542
1299,2022-06-17 11:21:12,2022-06-17 11:44:33,ACC0368,33,+200 25-412-577,P0016,LOC008,Healthcare,0.8069
1300,2022-06-17 23:15:28,2022-06-17 23:30:15,ACC0213,18,+46 46-257-422,P0009,LOC001,Retail,0.3582
1301,2022-06-18 08:34:45,2022-06-18 08:36:56,ACC022,37,+100 31-66-231,P0002,LOC003,Other,0.3057
1302,2022-06-18 19:52:29,2022-06-18 19:54:35,ACC066,81,+100 75-110-275,P0002,LOC003,Retail,0.6132
1303,2022-06-19 01:37:43,2022-06-19 01:45:51,ACC0530,55,+100 11-574-739,P0002,LOC005,Government,0.5712
1304,2022-06-19 07:47:03,2022-06-19 08:06:05,ACC0317,52,+43 62-361-526,P0013,LOC007,Other,0.6378
1305,2022-06-19 10:48:08,2022-06-19 10:58:11,ACC0139,84,+34 60-183-348,P0004,LOC008,Cross-Industry,0.0522
1306,2022-06-19 15:07:43,2022-06-19 15:27:18,ACC031,46,+43 40-75-240,P0005,LOC005,Retail,0.0439
1307,2022-06-19 15:52:01,2022-06-19 16:03:23,ACC0568,23,+34 49-612-777,P0012,LOC007,Other,0.4214
1308,2022-06-20 00:39:11,2022-06-20 01:05:03,ACC0369,34,+36 26-413-578,P0004,LOC005,Government,0.7061
1309,2022-06-20 12:12:21,2022-06-20 12:15:35,ACC0326,61,+34 71-370-535,P0019,LOC001,Healthcare,0.6620
1310,2022-06-20 15:14:24,2022-06-20 15:32:47,ACC0246,51,+46 79-290-455,P0003,LOC003,Other,0.9920
1311,2022-06-20 20:38:19,2022-06-20 21:00:03,ACC0380,45,+36 37-424-589,P0006,LOC001,Other,0.1273
1312,2022-06-21 06:11:23,2022-06-21 06:34:57,ACC060,75,+200 69-104-269,P0011,LOC003,Healthcare,0.9684
1313,2022-06-22 18:42:00,2022-06-22 18:43:48,ACC0436,31,+34 93-480-645,P0002,LOC005,Other,0.9282
1314,2022-06-22 22:56:52,2022-06-22 22:58:51,ACC0253,58,+100 86-297-462,P0002,LOC005,Other,0.8037
1315,2022-06-23 03:55:39,2022-06-23 04:16:52,ACC0404,69,+26 61-448-613,P0005,LOC007,Government,0.7336
1316,2022-06-23 19:52:27,2022-06-23 20:10:30,ACC0435,30,+36 92-479-644,P0015,LOC009,Other,0.1940
1317,2022-06-24 10:24:33,2022-06-24 10:41:33,ACC0397,62,+100 54-441-606,P0009,LOC002,Government,0.2679
1318,2022-06-24 13:12:09,2022-06-24 13:23:55,ACC011,26,+100 20-55-220,P0011,LOC002,Healthcare,0.9268
1319,2022-06-24 13:33:04,2022-06-24 13:57:25,ACC0419,84,+100 76-463-628,P0014,LOC008,Cross-Industry,0.6317
1320,2022-06-25 08:09:37,2022-06-25 08:31:19,ACC0575,30,+44 56-619-784,P0002,LOC004,Other,0.8053
1321,2022-06-25 17:16:55,2022-06-25 17:17:43,ACC0335,70,+200 80-379-544,P0008,LOC009,Cross-Industry,0.6966
1322,2022-06-25 23:41:12,2022-06-25 23:47:45,ACC0571,26,+56 52-615-780,P0003,LOC003,Healthcare,0.2419
1323,2022-06-26 11:31:54,2022-06-26 11:56:02,ACC0165,40,+100 86-209-374,P0007,LOC002,Healthcare,0.0809
1324,2022-06-26 23:31:13,2022-06-26 23:42:57,ACC0529,54,+100 10-573-738,P0001,LOC001,Healthcare,0.3353
1325,2022-06-27 01:51:44,2022-06-27 02:02:48,ACC0511,36,+200 80-555-720,P0017,LOC001,Services,0.4871
1326,2022-06-27 05:36:59,2022-06-27 05:39:58,ACC012,27,+100 21-56-221,P0018,LOC009,Government,0.4333
1327,2022-06-27 06:14:59,2022-06-27 06:18:15,ACC082,27,+200 91-126-291,P0010,LOC001,Government,0.6401
1328,2022-06-27 21:18:31,2022-06-27 21:42:40,ACC0377,42,+44 34-421-586,P0008,LOC001,Cross-Industry,0.9465
1329,2022-06-28 02:17:08,2022-06-28 02:28:26,ACC0154,29,+100 75-198-363,P0011,LOC004,Services,0.7530
1330,2022-06-28 04:53:42,2022-06-28 04:57:49,ACC0411,76,+46 68-455-620,P0004,LOC004,Government,0.8373
1331,2022-06-29 09:49:35,2022-06-29 09:50:16,ACC0484,79,+100 53-528-693,P0003,LOC003,Other,0.9296
1332,2022-06-30 05:29:31,2022-06-30 05:47:26,ACC0276,81,+100 21-320-485,P0006,LOC001,Retail,0.0419
1333,2022-07-01 03:01:36,2022-07-01 03:02:58,ACC0387,52,+100 44-431-596,P0018,LOC002,Other,0.0465
1334,2022-07-01 04:08:21,2022-07-01 04:23:32,ACC0557,82,+34 38-601-766,P0001,LOC005,Healthcare,0.4724
1335,2022-07-01 07:42:50,2022-07-01 08:06:36,ACC0109,54,+56 30-153-318,P0003,LOC007,Healthcare,0.4067
1336,2022-07-01 17:10:36,2022-07-01 17:18:41,ACC0365,30,+100 22-409-574,P0018,LOC001,Other,0.4942
1337,2022-07-01 23:16:25,2022-07-01 23:22:34,ACC0435,30,+36 92-479-644,P0018,LOC001,Other,0.7481
1338,2022-07-02 12:21:45,2022-07-02 12:27:54,ACC0582,37,+56 63-626-791,P0009,LOC001,Other,0.7265
1339,2022-07-02 13:57:46,2022-07-02 14:15:31,ACC0242,47,+100 75-286-451,P0010,LOC005,Healthcare,0.6514
1340,2022-07-03 16:25:35,2022-07-03 16:38:22,ACC0286,21,+100 31-330-495,P0016,LOC007,Cross-Industry,0.7324
1341,2022-07-04 02:12:57,2022-07-04 02:35:04,ACC0275,80,+100 20-319-484,P0018,LOC004,Other,0.4439
1342,2022-07-04 10:18:30,2022-07-04 10:36:09,ACC0486,81,+100 55-530-695,P0005,LOC005,Retail,0.3758
1343,2022-07-05 03:43:25,2022-07-05 04:07:16,ACC0153,28,+56 74-197-362,P0016,LOC002,Cross-Industry,0.5101
1344,2022-07-05 07:12:18,2022-07-05 07:35:00,ACC0506,31,+100 75-550-715,P0011,LOC006,Other,0.7430
1345,2022-07-06 03:59:13,2022-07-06 04:24:14,ACC0282,17,+34 27-326-491,P0010,LOC004,Other,0.1445
1346,2022-07-06 05:21:16,2022-07-06 05:21:29,ACC0562,17,+100 43-606-771,P0014,LOC006,Other,0.0652
1347,2022-07-06 05:25:39,2022-07-06 05:51:32,ACC0301,36,+46 46-345-510,P0001,LOC004,Services,0.0732
1348,2022-07-06 11:32:53,2022-07-06 11:47:09,ACC013,28,+100 22-57-222,P0018,LOC001,Cross-Industry,0.1719
1349,2022-07-06 11:58:17,2022-07-06 12:19:19,ACC0162,37,+26 83-206-371,P0001,LOC003,Other,0.8905
1350,2022-07-06 21:19:59,2022-07-06 21:26:15,ACC0428,23,+56 85-472-637,P0002,LOC004,Other,0.8146
1351,2022-07-07 12:39:03,2022-07-07 13:04:07,ACC0335,70,+200 80-379-544,P0001,LOC002,Cross-Industry,0.2295
1352,2022-07-07 20:24:26,2022-07-07 20:46:48,ACC0155,30,+100 76-199-364,P0018,LOC004,Other,0.3740
1353,2022-07-08 05:39:44,2022-07-08 05:49:37,ACC0197,72,+56 30-241-406,P0005,LOC006,Other,0.3172
1354,2022-07-08 23:37:19,2022-07-08 23:48:49,ACC0416,81,+43 73-460-625,P0016,LOC002,Retail,0.3070
1355,2022-07-09 02:20:39,2022-07-09 02:29:51,ACC0247,52,+200 80-291-456,P0016,LOC009,Other,0.7578
1356,2022-07-09 02:49:45,2022-07-09 03:05:06,ACC0129,74,+26 50-173-338,P0014,LOC009,Retail,0.3747
1357,2022-07-09 07:41:56,2022-07-09 07:44:02,ACC0124,69,+44 45-168-333,P0008,LOC001,Government,0.2187
1358,2022-07-09 21:39:14,2022-07-09 21:51:53,ACC0540,65,+100 21-584-749,P0007,LOC008,Other,0.9979
1359,2022-07-10 10:42:05,2022-07-10 10:48:28,ACC0174,49,+43 95-218-383,P0005,LOC005,Cross-Industry,0.7274
1360,2022-07-10 20:17:27,2022-07-10 20:34:34,ACC0415,80,+26 72-459-624,P0006,LOC006,Other,0.3906
1361,2022-07-11 15:50:38,2022-07-11 16:00:04,ACC0587,42,+46 68-631-796,P0016,LOC008,Cross-Industry,0.9312
1362,2022-07-11 16:29:14,2022-07-11 16:44:07,ACC0154,29,+100 75-198-363,P0003,LOC007,Services,0.0293
1363,2022-07-11 19:57:41,2022-07-11 20:00:07,ACC096,41,+26 17-140-305,P0010,LOC004,Government,0.0136
1364,2022-07-11 23:30:38,2022-07-11 23:42:32,ACC0506,31,+100 75-550-715,P0018,LOC003,Other,0.1321
1365,2022-07-12 14:29:38,2022-07-12 14:36:14,ACC0348,83,+34 93-392-557,P0005,LOC008,Government,0.3480
1366,2022-07-12 16:36:16,2022-07-12 16:52:22,ACC0403,68,+34 60-447-612,P0007,LOC007,Healthcare,0.0868
1367,2022-07-12 18:25:07,2022-07-12 18:39:59,ACC0393,58,+26 50-437-602,P0015,LOC007,Other,0.8677
1368,2022-07-12 20:19:02,2022-07-12 20:32:40,ACC0495,20,+100 64-539-704,P0017,LOC003,Government,0.0165
1369,2022-07-13 12:47:19,2022-07-13 12:54:37,ACC0335,70,+200 80-379-544,P0010,LOC001,Cross-Industry,0.0984
1370,2022-07-14 18:21:15,2022-07-14 18:35:57,ACC0343,78,+100 88-387-552,P0008,LOC001,Services,0.8609
1371,2022-07-14 23:33:55,2022-07-14 23:47:05,ACC0503,28,+26 72-547-712,P0019,LOC001,Cross-Industry,0.0405
1372,2022-07-15 07:35:19,2022-07-15 07:56:25,ACC0146,21,+44 67-190-355,P0014,LOC006,Cross-Industry,0.3469
1373,2022-07-15 21:55:40,2022-07-15 22:17:31,ACC054,69,+56 63-98-263,P0006,LOC002,Government,0.2518
1374,2022-07-16 06:25:24,2022-07-16 06:29:23,ACC0108,53,+43 29-152-317,P0008,LOC001,Retail,0.2115
1375,2022-07-16 19:31:57,2022-07-16 19:54:39,ACC0106,51,+34 27-150-315,P0015,LOC007,Other,0.8276
1376,2022-07-16 20:27:43,2022-07-16 20:37:20,ACC0467,62,+200 36-511-676,P0018,LOC002,Government,0.7692
1377,2022-07-18 00:36:23,2022-07-18 00:57:26,ACC0225,30,+200 58-269-434,P0011,LOC006,Other,0.0970
1378,2022-07-18 02:47:30,2022-07-18 03:04:26,ACC0304,39,+34 49-348-513,P0008,LOC009,Retail,0.1994
1379,2022-07-18 16:36:36,2022-07-18 16:49:11,ACC0210,85,+100 43-254-419,P0018,LOC009,Services,0.5334
1380,2022-07-19 08:08:35,2022-07-19 08:13:49,ACC06,21,+36 15-50-215,P0007,LOC002,Cross-Industry,0.1719
1381,2022-07-19 20:08:20,2022-07-19 20:08:53,ACC0408,73,+100 65-452-617,P0014,LOC008,Other,0.3571
1382,2022-07-19 22:56:04,2022-07-19 23:05:51,ACC094,39,+36 15-138-303,P0010,LOC003,Retail,0.5697
1383,2022-07-20 17:40:09,2022-07-20 18:04:25,ACC0177,52,+100 10-221-386,P0010,LOC001,Other,0.9346
1384,2022-07-21 23:45:45,2022-07-21 23:49:33,ACC0437,32,+26 94-481-646,P0002,LOC003,Retail,0.7760
1385,2022-07-22 07:02:11,2022-07-22 07:14:49,ACC0177,52,+100 10-221-386,P0004,LOC008,Other,0.0079
1386,2022-07-22 10:14:50,2022-07-22 10:20:34,ACC0159,34,+200 80-203-368,P0002,LOC002,Government,0.6862
1387,2022-07-22 18:11:27,2022-07-22 18:30:31,ACC0367,32,+46 24-411-576,P0008,LOC002,Retail,0.4697
1388,2022-07-23 00:48:43,2022-07-23 00:54:19,ACC0158,33,+46 79-202-367,P0001,LOC001,Healthcare,0.1599
1389,2022-07-23 09:31:52,2022-07-23 09:36:25,ACC0398,63,+100 55-442-607,P0012,LOC005,Cross-Industry,0.1278
1390,2022-07-23 09:42:57,2022-07-23 10:09:07,ACC0259,64,+36 92-303-468,P0002,LOC007,Services,0.7513
1391,2022-07-23 18:39:06,2022-07-23 18:41:57,ACC0546,71,+34 27-590-755,P0007,LOC007,Services,0.1709
1392,2022-07-23 23:15:05,2022-07-23 23:21:25,ACC0472,67,+56 41-516-681,P0007,LOC002,Retail,0.9799
1393,2022-07-24 00:00:37,2022-07-24 00:01:19,ACC094,39,+36 15-138-303,P0018,LOC001,Retail,0.7984
1394,2022-07-24 20:53:56,2022-07-24 21:10:35,ACC0293,28,+34 38-337-502,P0019,LOC001,Cross-Industry,0.3432
1395,2022-07-24 22:03:44,2022-07-24 22:22:28,ACC0248,53,+36 81-292-457,P0017,LOC008,Retail,0.4224
1396,2022-07-25 00:52:14,2022-07-25 01:09:37,ACC0122,67,+100 43-166-331,P0008,LOC003,Retail,0.5785
1397,2022-07-25 04:44:13,2022-07-25 05:07:35,ACC0227,32,+34 60-271-436,P0015,LOC009,Retail,0.9636
1398,2022-07-25 06:16:57,2022-07-25 06:23:43,ACC0328,63,+43 73-372-537,P0016,LOC009,Cross-Industry,0.6495
1399,2022-07-25 18:01:11,2022-07-25 18:02:16,ACC0557,82,+34 38-601-766,P0019,LOC002,Healthcare,0.5784
1400,2022-07-25 18:22:18,2022-07-25 18:38:14,ACC0425,20,+34 82-469-634,P0019,LOC004,Government,0.2483
1401,2022-07-26 06:58:20,2022-07-26 07:22:34,ACC0195,70,+26 28-239-404,P0011,LOC004,Cross-Industry,0.9746
1402,2022-07-26 20:20:14,2022-07-26 20:43:38,ACC0110,55,+100 31-154-319,P0005,LOC006,Government,0.1300
1403,2022-07-27 00:48:11,2022-07-27 01:00:35,ACC0519,44,+100 88-563-728,P0007,LOC009,Other,0.0477
1404,2022-07-27 21:29:30,2022-07-27 21:40:15,ACC0162,37,+26 83-206-371,P0009,LOC002,Other,0.5856
1405,2022-07-28 00:17:05,2022-07-28 00:23:41,ACC0442,37,+100 11-486-651,P0013,LOC007,Other,0.8887
1406,2022-07-28 10:37:44,2022-07-28 10:42:53,ACC094,39,+36 15-138-303,P0010,LOC001,Retail,0.2302
1407,2022-07-28 22:13:02,2022-07-28 22:36:44,ACC0226,31,+36 59-270-435,P0002,LOC006,Other,0.0184
1408,2022-07-29 14:10:59,2022-07-29 14:31:08,ACC0305,40,+26 50-349-514,P0006,LOC002,Healthcare,0.9935
1409,2022-07-29 18:11:38,2022-07-29 18:19:42,ACC0557,82,+34 38-601-766,P0008,LOC009,Healthcare,0.9903
1410,2022-07-29 20:07:44,2022-07-29 20:16:52,ACC0401,66,+200 58-445-610,P0017,LOC009,Other,0.3699
1411,2022-07-30 04:17:14,2022-07-30 04:32:00,ACC0446,41,+36 15-490-655,P0016,LOC002,Government,0.9320
1412,2022-07-30 11:18:05,2022-07-30 11:23:41,ACC0406,71,+56 63-450-615,P0012,LOC005,Services,0.9127
1413,2022-07-30 22:17:42,2022-07-30 22:27:15,ACC0564,19,+44 45-608-773,P0002,LOC006,Healthcare,0.8443
1414,2022-07-31 15:53:05,2022-07-31 16:12:50,ACC0502,27,+34 71-546-711,P0003,LOC007,Government,0.2120
1415,2022-07-31 22:27:44,2022-07-31 22:39:54,ACC0316,51,+26 61-360-525,P0001,LOC001,Other,0.8178
1416,2022-07-31 23:44:49,2022-07-31 23:48:17,ACC0365,30,+100 22-409-574,P0018,LOC001,Other,0.7409
1417,2022-08-01 09:25:22,2022-08-01 09:51:07,ACC0409,74,+100 66-453-618,P0007,LOC002,Retail,0.4633
1418,2022-08-01 19:17:30,2022-08-01 19:29:50,ACC0152,27,+43 73-196-361,P0008,LOC009,Government,0.4469
1419,2022-08-02 02:05:25,2022-08-02 02:08:10,ACC0348,83,+34 93-392-557,P0018,LOC002,Government,0.8352
1420,2022-08-02 16:47:28,2022-08-02 16:53:37,ACC0414,79,+34 71-458-623,P0005,LOC001,Other,0.4747
1421,2022-08-02 18:06:08,2022-08-02 18:11:47,ACC0122,67,+100 43-166-331,P0001,LOC005,Retail,0.7137
1422,2022-08-03 02:02:51,2022-08-03 02:10:48,ACC0489,84,+200 58-533-698,P0005,LOC009,Cross-Industry,0.2160
1423,2022-08-03 10:14:53,2022-08-03 10:30:05,ACC0118,63,+26 39-162-327,P0011,LOC004,Cross-Industry,0.6846
1424,2022-08-03 11:45:41,2022-08-03 12:08:30,ACC011,26,+100 20-55-220,P0011,LOC003,Healthcare,0.3197
1425,2022-08-03 17:30:48,2022-08-03 17:56:50,ACC0155,30,+100 76-199-364,P0011,LOC004,Other,0.2234
1426,2022-08-04 09:46:50,2022-08-04 09:48:42,ACC046,61,+100 55-90-255,P0013,LOC004,Healthcare,0.4491
1427,2022-08-04 10:28:36,2022-08-04 10:38:53,ACC0355,20,+44 12-399-564,P0015,LOC008,Government,0.8063
1428,2022-08-05 04:42:10,2022-08-05 04:52:47,ACC0551,76,+100 32-595-760,P0006,LOC006,Government,0.0728
1429,2022-08-05 06:57:32,2022-08-05 07:18:38,ACC0147,22,+46 68-191-356,P0005,LOC006,Services,0.9013
1430,2022-08-05 15:00:53,2022-08-05 15:23:42,ACC0370,35,+34 27-414-579,P0013,LOC007,Cross-Industry,0.8197
1431,2022-08-05 17:45:15,2022-08-05 17:48:56,ACC0375,40,+100 32-419-584,P0004,LOC007,Healthcare,0.0801
1432,2022-08-06 05:28:50,2022-08-06 05:41:50,ACC099,44,+100 20-143-308,P0004,LOC005,Other,0.7135
1433,2022-08-06 19:15:57,2022-08-06 19:32:07,ACC0227,32,+34 60-271-436,P0008,LOC001,Retail,0.3504
1434,2022-08-07 06:47:05,2022-08-07 07:12:52,ACC0241,46,+56 74-285-450,P0009,LOC001,Retail,0.0546
1435,2022-08-07 12:38:49,2022-08-07 12:54:38,ACC0231,36,+100 64-275-440,P0018,LOC009,Services,0.8852
1436,2022-08-07 15:56:37,2022-08-07 16:07:43,ACC0237,42,+36 70-281-446,P0012,LOC003,Cross-Industry,0.7043
1437,2022-08-07 21:11:43,2022-08-07 21:30:17,ACC0511,36,+200 80-555-720,P0014,LOC009,Services,0.8682
